Year,"Header","Source","Url"
2011,"Карточка модели Nissan Pathfinder III ... - auto.ru","auto.ru/catalog/cars/nissan/pathfinder/2308179/...","https://auto.ru/catalog/cars/nissan/pathfinder/2308179/2308180/"
2011,"Нисан Start.bg - всичко за Nissan: модели автомобили ...","nissan.start.bg","http://nissan.start.bg/"
2011,"Nissan в Украине. Цены, где купить Ниссан. Новые модели Ниссан","nissan.infocar.ua","http://nissan.infocar.ua/"
2011,"Автомобили Nissan: новости, модели, обзор машин Ниссан — все ...","www.zr.ru/cars/nissan","http://www.zr.ru/cars/nissan/"
2011,"глава Nissan и Datsun в России - motorpage.ru","www.motorpage.ru/Nissan","http://www.motorpage.ru/Nissan/"
2011,"Модельный ряд Nissan - модели в продаже. Характеристики ...","nissan.infocar.com.ua/new_nissan.html","http://nissan.infocar.com.ua/new_nissan.html"
2011,"Каталог моделей Ниссан (Nissan), модельный ряд, технические ...","autorambler.ru/catalog/nissan","https://autorambler.ru/catalog/nissan"
2011,"Продам Nissan Murano (Ниссан Мурано), 2.5 л., 2011 г. - 9000 ...","autos.ua/nissan-murano-8311874","https://autos.ua/nissan-murano-8311874/"
2011,"Nissan - все модели Ниссан 2018: характеристики, цены ...","avto-russia.ru/autos/nissan","https://avto-russia.ru/autos/nissan/"
2011,"Nissan — Википедия","ru.wikipedia.org/wiki/Nissan_Motors","https://ru.wikipedia.org/wiki/Nissan_Motors"
2011,"Модельный ряд Nissan - Quto.ru","quto.ru/Nissan","https://quto.ru/Nissan/"
2011,"Nissan новые автомобили, Nissan модельный ряд минск Беларусь ...","autokatalog.by/shop/group_660","http://autokatalog.by/shop/group_660/"
2011,"Nissan - полный каталог моделей, характеристики, отзывы на ...","www.motorpage.ru/Nissan","http://www.motorpage.ru/Nissan/"
2011,"Nissan Leaf (Ниссан Лиф) — характеристики, цена.","ekoavto.com/nissan-leaf","http://ekoavto.com/nissan-leaf/"
2011,"Продажа Nissan - AUTO.RIA™ — Автобазар ...","auto.ria.com","https://auto.ria.com/car/nissan/"
2011,"Модельный ряд и цены автомобилей Nissan (Ниссан) - Quto.ru","quto.ru/Nissan","https://quto.ru/Nissan/"
2011,"Nissan - весь модельный ряд автомобилей Ниссан, каталог всех ...","autodmir.ru/nissan","https://autodmir.ru/nissan/"
2011,"Остальные модели Nissan - nissan-omsk.ru","nissan-omsk.ru/forum/cat-ostalnie-modeli-nissan/topic-18...","http://nissan-omsk.ru/forum/cat-ostalnie-modeli-nissan/topic-18.html"
2011,"ОБСЛУЖИВАНИЕ АВТОМОБИЛЯ - Nissan","www.nissan.ru","https://www.nissan.ru/ownership/nissan-services/maintenance-repair/car-maintenance.html"
2011,"Nissan Teana 2017: технические характеристики, фото и цена","info-god.com/avto/start-prodazh-nissan-teana...","https://info-god.com/avto/start-prodazh-nissan-teana-2017-modelnogo-goda"
2011,"Технические характеристики Nissan / Ниссан, справочник по ...","www.autonet.ru","http://www.autonet.ru/auto/ttx/nissan"
2011,"Nissan X-Trail - обзор, цены, видео, технические ...","www.motorpage.ru/Nissan/XTrail","http://www.motorpage.ru/Nissan/XTrail/last/"
2012,"Продам Nissan TIIDA (Ниссан Тиида), 1.6 л., 2012 г. - 2400 ...","autos.ua/nissan-tiida-8311890","https://autos.ua/nissan-tiida-8311890/"
2012,"Nissan в Украине. Цены, где купить Ниссан. Новые модели Ниссан","nissan.infocar.ua","http://nissan.infocar.ua/"
2012,"Nissan Leaf (Ниссан Лиф) — характеристики, цена.","ekoavto.com/nissan-leaf","http://ekoavto.com/nissan-leaf/"
2012,"Ниссан Жук 2012 технические характеристики. Nissan Juke 2012 ...","www.drom.ru/catalog/nissan/juke/2012","https://www.drom.ru/catalog/nissan/juke/2012/"
2012,"Все модели Nissan — Технические характеристики","automdb.com/lang/ru/nissan","http://automdb.com/lang/ru/nissan"
2012,"Nissan Patrol 2010, 2011, 2012, 2013, 2014, suv, 6 поколение ...","www.drom.ru/catalog/nissan/patrol/g_2010_1399","https://www.drom.ru/catalog/nissan/patrol/g_2010_1399/"
2012,"Масштабные модели Nissan в Москве. Агат-М","agat-m.net/inomarki/nissan","http://agat-m.net/inomarki/nissan/"
2012,"График технического обслуживания Nissan Qashqai с бензиновым ...","www.genser.ru/common/docs/nissan/to/nissan_qashqai_hr16.pdf","http://www.genser.ru/common/docs/nissan/to/nissan_qashqai_hr16.pdf"
2012,"Карточка модели Nissan Murano II (Z51) Рестайлинг 2 ...","auto.ru/catalog/cars/nissan/murano/20288827/20288858","https://auto.ru/catalog/cars/nissan/murano/20288827/20288858/"
2012,"AUTO.RIA – Продажа Ниссан бу в Украине: купить подержанные ...","auto.ria.com","https://auto.ria.com/car/nissan/"
2012,"глава Nissan и Datsun в России - motorpage.ru","www.motorpage.ru/Nissan","http://www.motorpage.ru/Nissan/"
2012,"Nissan в Украине. Цены, где купить Ниссан. Новые модели Ниссан","nissan.infocar.ua","http://nissan.infocar.ua/"
2012,"Модельный ряд Nissan - модели в продаже. Характеристики ...","nissan.infocar.com.ua/new_nissan.html","http://nissan.infocar.com.ua/new_nissan.html"
2012,"Nissan - весь модельный ряд автомобилей Ниссан, каталог всех ...","autodmir.ru/nissan","https://autodmir.ru/nissan/"
2012,"Каталог моделей Ниссан (Nissan), модельный ряд, технические ...","autorambler.ru/catalog/nissan","https://autorambler.ru/catalog/nissan"
2012,"Продам Nissan TIIDA (Ниссан Тиида), 1.6 л., 2012 г. - 2400 ...","autos.ua/nissan-tiida-8311890","https://autos.ua/nissan-tiida-8311890/"
2012,"Nissan (Ниссан) - Авто Mail.Ru","cars.mail.ru/catalog/nissan","https://cars.mail.ru/catalog/nissan/"
2012,"Nissan - все модели Ниссан 2018: характеристики, цены ...","avto-russia.ru/autos/nissan","https://avto-russia.ru/autos/nissan/"
2012,"Модельный ряд Nissan на Авто.ру - auto.ru","auto.ru/catalog/cars/nissan","https://auto.ru/catalog/cars/nissan/"
2012,"Модельный ряд и цены автомобилей Nissan (Ниссан) - Quto.ru","quto.ru/Nissan","https://quto.ru/Nissan/"
2012,"Nissan - полный каталог моделей, характеристики, отзывы на ...","www.motorpage.ru/Nissan","http://www.motorpage.ru/Nissan/"
2012,"Ниссан Патфиндер (Nissan Pathfinder) Внедорожник R52 2012 ...","autorambler.ru/catalog/Nissan/Pathfinder/r52-suv5d","https://autorambler.ru/catalog/Nissan/Pathfinder/r52-suv5d"
2012,"Nissan Murano (Ниссан Мурано) 2012 - обзор, фото, цена ...","livecars.info/.../nissan/96-nissan-murano-2012.html","https://livecars.info/autocars/nissan/96-nissan-murano-2012.html"
2012,"Nissan - весь модельный ряд автомобилей Ниссан, каталог всех ...","autodmir.ru/nissan","https://autodmir.ru/nissan/"
2012,"Продажа Nissan - AUTO.RIA™ — Автобазар ...","auto.ria.com","https://auto.ria.com/car/nissan/"
2012,"Впечатления от CR14DE + чип-тюнинг — бортжурнал Nissan Note 2 ...","www.drive2.ru/l/3151364","https://www.drive2.ru/l/3151364/"
2012,"Обзор нового Nissan Murano 2017-2018 - roadres.com","roadres.com","http://roadres.com/nissan/murano-3/"
2012,"RST.ua - Продажа NISSAN на RST. Купить NISSAN, цена ...","rst.ua","http://rst.ua/oldcars/nissan/"
2012,"Обзор нового Nissan X-Trail 2017-2018 - roadres.com","roadres.com","http://roadres.com/nissan/x-trail-3/"
2012,"Каталог моделей Infiniti (Инфинити), модельный ряд ...","cars.mail.ru/catalog/infiniti","https://cars.mail.ru/catalog/infiniti/"
2013,"Новейшие модели автомобилей Ниссан 2018 года - Новинки авто ...","auto-2018.info/novye-avtomobili-nissan-v-2018-godu","http://auto-2018.info/novye-avtomobili-nissan-v-2018-godu/"
2013,"Новый Nissan Terrano 2018 | фото, цена, характеристики","2018god.net/nissan-terrano-2018-goda","http://2018god.net/nissan-terrano-2018-goda/"
2013,"Nissan в Украине. Цены, где купить Ниссан. Новые модели Ниссан","nissan.infocar.ua","http://nissan.infocar.ua/"
2013,"Тест-драйв Nissan Almera 2013 от InfoCar.ua - YouTube","www.youtube.com/watch?v=nXa2pfLZl6A","https://www.youtube.com/watch?v=nXa2pfLZl6A"
2013,"Nissan - Все модели. Автокаталог Ниссан.","nissan.infocar.com.ua/catalog","http://nissan.infocar.com.ua/catalog/"
2013,"Nissan Navara — описание модели","blamper.ru/auto/nissan/navara/wiki/vse-marki-i...","https://blamper.ru/auto/nissan/navara/wiki/vse-marki-i-modeli/nissan-navara-opisanie-modeli-3355"
2013,"Nissan - Технически характеристики, Разход на гориво","www.auto-data.net/bg/nissan-brand-4","https://www.auto-data.net/bg/nissan-brand-4"
2013,"Nissan Leaf (Ниссан Лиф) — характеристики, цена.","ekoavto.com/nissan-leaf","http://ekoavto.com/nissan-leaf/"
2013,"Nissan X-Trail - цены, отзывы, характеристики X-Trail от Nissan","nissan-x-trail.infocar.ua/x-trail_id3689.html","http://nissan-x-trail.infocar.ua/x-trail_id3689.html"
2013,"Nissan 280TypeMR | FRP","freeracingproject.wordpress.com/2013/01/30/...","https://freeracingproject.wordpress.com/2013/01/30/nissan-280typemrprince-kanagawa/"
2013,"глава Nissan и Datsun в России - motorpage.ru","www.motorpage.ru/Nissan","http://www.motorpage.ru/Nissan/"
2013,"Новейшие модели автомобилей Ниссан 2018 года - Новинки авто ...","auto-2018.info/novye-avtomobili-nissan-v-2018-godu","http://auto-2018.info/novye-avtomobili-nissan-v-2018-godu/"
2013,"Модельный ряд Nissan - модели в продаже. Характеристики ...","nissan.infocar.com.ua/new_nissan.html","http://nissan.infocar.com.ua/new_nissan.html"
2013,"Новый Nissan Terrano 2018 | фото, цена, характеристики","2018god.net/nissan-terrano-2018-goda","http://2018god.net/nissan-terrano-2018-goda/"
2013,"Nissan в Украине. Цены, где купить Ниссан. Новые модели Ниссан","nissan.infocar.ua","http://nissan.infocar.ua/"
2013,"Nissan - все модели Ниссан 2018: характеристики, цены ...","avto-russia.ru/autos/nissan","https://avto-russia.ru/autos/nissan/"
2013,"Nissan (Ниссан) - Авто Mail.Ru","cars.mail.ru/catalog/nissan","https://cars.mail.ru/catalog/nissan/"
2013,"Nissan X-Trail. Цены, отзывы, характеристики","nissan-x-trail.infocar.ua/x-trail_id3689.html","http://nissan-x-trail.infocar.ua/x-trail_id3689.html"
2013,"Nissan модельный ряд 2017 | автомобили Ниссан модели и цены в ...","www.autonissan.ru/models","http://www.autonissan.ru/models/"
2013,"Модельный ряд Nissan (2017-2018): фото и цены на Ниссан","www.allcarz.ru/catalog/nissan","http://www.allcarz.ru/catalog/nissan/"
2013,"Nissan - полный каталог моделей, характеристики, отзывы на ...","www.motorpage.ru/Nissan","http://www.motorpage.ru/Nissan/"
2013,"Nissan Leaf (Ниссан Лиф) — характеристики, цена.","ekoavto.com/nissan-leaf","http://ekoavto.com/nissan-leaf/"
2013,"Новейшие модели автомобилей Ниссан 2018 года - Новинки авто ...","auto-2018.info/novye-avtomobili-nissan-v-2018-godu","http://auto-2018.info/novye-avtomobili-nissan-v-2018-godu/"
2013,"Обзор нового поколения модели Nissan Note 2013","www.mashinomania.ru/2012/12/nissan-note-2013.html","http://www.mashinomania.ru/2012/12/nissan-note-2013.html"
2013,"Две модели Nissan покинули российский рынок - автоновости ...","auto.mail.ru/article/66910-dve_modeli_nissan...","https://auto.mail.ru/article/66910-dve_modeli_nissan_pokinuli_rossiiskii_rynok/"
2013,"Новый Nissan Terrano 2018 | фото, цена, характеристики","2018god.net/nissan-terrano-2018-goda","http://2018god.net/nissan-terrano-2018-goda/"
2013,"Продажа Nissan - AUTO.RIA™ — Автобазар ...","auto.ria.com","https://auto.ria.com/car/nissan/"
2013,"Nissan X-Trail. Цены, отзывы, характеристики","nissan-x-trail.infocar.ua/x-trail_id3689.html","http://nissan-x-trail.infocar.ua/x-trail_id3689.html"
2013,"Nissan - весь модельный ряд автомобилей Ниссан, каталог всех ...","autodmir.ru/nissan","https://autodmir.ru/nissan/"
2013,"Каталог моделей Infiniti (Инфинити), модельный ряд ...","cars.mail.ru/catalog/infiniti","https://cars.mail.ru/catalog/infiniti/"
2014,"Новые модели Nissan 2018 года: рестайлинг авто, фото и ...","god-2018s.com","http://god-2018s.com/avto/novye-modeli-nissan-2018-goda"
2014,"Новейшие модели автомобилей Ниссан 2018 года - Новинки авто ...","auto-2018.info/novye-avtomobili-nissan-v-2018-godu","http://auto-2018.info/novye-avtomobili-nissan-v-2018-godu/"
2014,"Новый Nissan Terrano 2018 | фото, цена, характеристики","2018god.net/nissan-terrano-2018-goda","http://2018god.net/nissan-terrano-2018-goda/"
2014,"Nissan - все модели Ниссан 2018: характеристики, цены ...","avto-russia.ru/autos/nissan","https://avto-russia.ru/autos/nissan/"
2014,"Ниссан Альмера 2017 фото, видео, комплектации и цена ...","myautoblog.net/2017/10/nissan-almera-2017-foto-video...","http://myautoblog.net/2017/10/nissan-almera-2017-foto-video-komplektacii-i-cena-texnicheskie-xarakteristiki/"
2014,"Nissan в Украине. Цены, где купить Ниссан. Новые модели Ниссан","nissan.infocar.ua","http://nissan.infocar.ua/"
2014,"Nissan - Все модели. Автокаталог Ниссан.","nissan.infocar.com.ua/catalog","http://nissan.infocar.com.ua/catalog/"
2014,"Nissan - полный каталог моделей, характеристики, отзывы на ...","www.motorpage.ru/Nissan","http://www.motorpage.ru/Nissan/"
2014,"Стеклоочистители для Ниссан подобрать по модели и году авто","schetki.net/auto/nissan","http://schetki.net/auto/nissan/"
2014,"Продам Nissan Qashqai (Ниссан Кашкай), 1.598 л., 2014 г ...","autos.ua/nissan-qashqai-8314916","https://autos.ua/nissan-qashqai-8314916/"
2014,"глава Nissan и Datsun в России - motorpage.ru","www.motorpage.ru/Nissan","http://www.motorpage.ru/Nissan/"
2014,"Nissan - все модели Ниссан 2018: характеристики, цены ...","avto-russia.ru/autos/nissan","https://avto-russia.ru/autos/nissan/"
2014,"Новый Nissan Terrano 2018 | фото, цена, характеристики","2018god.net/nissan-terrano-2018-goda","http://2018god.net/nissan-terrano-2018-goda/"
2014,"Nissan Teana — Википедия","ru.m.wikipedia.org","https://ru.m.wikipedia.org/wiki/Nissan_Teana"
2014,"Nissan Micra 2014 (Ниссан Микра) - стоимость, цена ...","nissan.autoua.net/micra/micra_5dr-2014","http://nissan.autoua.net/micra/micra_5dr-2014/"
2014,"Ниссан модельный ряд и цены на все Nissan официальный сайт","ньюйорк-моторс.рф/new-auto/modelnyj-ryad...","http://xn----qtbdjbhdanflj6j2a.xn--p1ai/new-auto/modelnyj-ryad-nissan/"
2014,"NISSAN RUSSIA - YouTube","www.youtube.com/user/NissanRussiaOnAir","https://www.youtube.com/user/NissanRussiaOnAir"
2014,"Nissan модельный ряд 2017 | автомобили Ниссан модели и цены в ...","www.autonissan.ru/models","http://www.autonissan.ru/models/"
2014,"Nissan Qashqai кроссовер 2014 – н.в. - cars.mail.ru","cars.mail.ru/catalog/nissan/qashqai/ii/crossover","https://cars.mail.ru/catalog/nissan/qashqai/ii/crossover/"
2014,"Купить новый Ниссан в Украине — Новый Nissan цена 2014 ...","avtosale.ua/new_car/Nissan","http://avtosale.ua/new_car/Nissan/"
2014,"Новые модели Nissan 2018 года: рестайлинг авто, фото и ...","god-2018s.com","http://god-2018s.com/avto/novye-modeli-nissan-2018-goda"
2014,"Новейшие модели автомобилей Ниссан 2018 года - Новинки авто ...","auto-2018.info/novye-avtomobili-nissan-v-2018-godu","http://auto-2018.info/novye-avtomobili-nissan-v-2018-godu/"
2014,"Nissan - все модели Ниссан 2018: характеристики, цены ...","avto-russia.ru/autos/nissan","https://avto-russia.ru/autos/nissan/"
2014,"Nissan - полный каталог моделей, характеристики, отзывы на ...","www.motorpage.ru/Nissan","http://www.motorpage.ru/Nissan/"
2014,"Nissan Micra 2014 (Ниссан Микра) - стоимость, цена ...","nissan.autoua.net/micra/micra_5dr-2014","http://nissan.autoua.net/micra/micra_5dr-2014/"
2014,"Новый Nissan Terrano 2018 | фото, цена, характеристики","2018god.net/nissan-terrano-2018-goda","http://2018god.net/nissan-terrano-2018-goda/"
2014,"Ниссан Пульсар 2014-2015 (Nissan Pulsar) цена фото ...","autowestnik.ru","http://autowestnik.ru/nissan-pulsar-2014-2015/"
2014,"Nissan Teana 2017: технические характеристики, фото и цена","info-god.com/avto/start-prodazh-nissan-teana...","https://info-god.com/avto/start-prodazh-nissan-teana-2017-modelnogo-goda"
2014,"New Nissan Qashqai 2014 - povozcar.ru","povozcar.ru/new-nissan-qashqai-2014.html","http://povozcar.ru/new-nissan-qashqai-2014.html"
2014,"Двигатель Nissan для Qashqai (J11) 2014 после - YouTube","www.youtube.com/watch?v=K-tq2Ov4DQ4","https://www.youtube.com/watch?v=K-tq2Ov4DQ4"
2015,"Used 2015 Nissan Values - NADAguides","www.nadaguides.com/Cars/2015/Nissan","http://www.nadaguides.com/Cars/2015/Nissan"
2015,"2015 Nissan Cars - Autotrader","www.autotrader.com/Nissan/2015","https://www.autotrader.com/Nissan/2015"
2015,"2015 Nissan Rogue Pricing, Specs & Reviews | J.D. Power Cars","www.jdpower.com/cars/nissan/rogue/2015","http://www.jdpower.com/cars/nissan/rogue/2015"
2015,"2015 Nissan Lineup Updated - Automobile Magazine","www.automobilemag.com/news/2015-nissan-lineup-updated/","http://www.automobilemag.com/news/2015-nissan-lineup-updated/"
2015,"Nissan - полный каталог моделей, характеристики, отзывы на ...","www.motorpage.ru/Nissan/","http://www.motorpage.ru/Nissan/"
2015,"The 2015 Nissan Lineup: Charting the Changes - Nissan Online ...","nissannews.com/en-US/nissan/usa/releases/the-2015-nissan-lineup-charting-the-changes","http://nissannews.com/en-US/nissan/usa/releases/the-2015-nissan-lineup-charting-the-changes"
2015,"Nissan - Автомобили Nissan › Модельный ряд 2017-2018: цены ...","carsdo.ru/nissan/","http://carsdo.ru/nissan/"
2015,"Nissan Rogue - Wikipedia","en.wikipedia.org/wiki/Nissan_Rogue","https://en.wikipedia.org/wiki/Nissan_Rogue"
2015,"Nissan Crossovers & SUVs | Nissan USA","www.nissanusa.com/suvs","https://www.nissanusa.com/suvs"
2015,"2015 Nissan Sentra Models, Trims, Information, and Details ...","www.autobytel.com/nissan/sentra/2015/","https://www.autobytel.com/nissan/sentra/2015/"
2015,"Used 2015 Nissan Values - NADAguides","www.nadaguides.com/Cars/2015/Nissan","http://www.nadaguides.com/Cars/2015/Nissan"
2015,"2015 Nissan Rogue Pricing, Specs & Reviews | J.D. Power Cars","www.jdpower.com/cars/nissan/rogue/2015","http://www.jdpower.com/cars/nissan/rogue/2015"
2015,"2015 Nissan Sentra Models, Trims, Information, and Details ...","www.autobytel.com/nissan/sentra/2015/","https://www.autobytel.com/nissan/sentra/2015/"
2015,"Nissan Crossovers & SUVs | Nissan USA","www.nissanusa.com/suvs","https://www.nissanusa.com/suvs"
2015,"Nissan - Автомобили Nissan › Модельный ряд 2017-2018: цены ...","carsdo.ru/nissan/","http://carsdo.ru/nissan/"
2015,"2015 Nissan Pathfinder Overview | Cars.com","www.cars.com/research/nissan-pathfinder-2015/","https://www.cars.com/research/nissan-pathfinder-2015/"
2015,"Nissan Models - Nissan Online Newsroom - NissanNews.com","nissannews.com/pages/us-nissan-models","http://nissannews.com/pages/us-nissan-models"
2015,"Nissan Qashqai - Wikipedia","en.wikipedia.org/wiki/Nissan_Qashqai","https://en.wikipedia.org/wiki/Nissan_Qashqai"
2015,"New Nissan Models | Nissan Price & History | TrueCar","www.truecar.com/prices-new/nissan/","https://www.truecar.com/prices-new/nissan/"
2015,"Nissan Versa Review - Research New & Used Nissan Versa Models ...","www.edmunds.com/nissan/versa/","https://www.edmunds.com/nissan/versa/"
2015,"Nissan - полный каталог моделей, характеристики, отзывы на ...","www.motorpage.ru/Nissan/","http://www.motorpage.ru/Nissan/"
2015,"New for 2015: Nissan Cars | J.D. Power Cars","www.jdpower.com/cars/articles/car-buyers-guides/new-2015-nissan-cars","http://www.jdpower.com/cars/articles/car-buyers-guides/new-2015-nissan-cars"
2015,"Nissan Rogue - Wikipedia","en.wikipedia.org/wiki/Nissan_Rogue","https://en.wikipedia.org/wiki/Nissan_Rogue"
2015,"2015 Nissan Rogue Overview | Cars.com","www.cars.com/research/nissan-rogue-2015/","https://www.cars.com/research/nissan-rogue-2015/"
2015,"Nissan Vehicle History | Nissan USA","www.nissanusa.com/about/heritage","https://www.nissanusa.com/about/heritage"
2015,"After the 2015 model year, the Nissan Xterra will be no more |...","www.sorgnissan.com/after-the-2015-model-year-the-nissan-xterra-will-be-no-more/","https://www.sorgnissan.com/after-the-2015-model-year-the-nissan-xterra-will-be-no-more/"
2015,"2015 Nissan Altima: Used Car Review - Autotrader","www.autotrader.com/car-reviews/2015-nissan-altima-used-car-review-268258","https://www.autotrader.com/car-reviews/2015-nissan-altima-used-car-review-268258"
2015,"Xtra! Xtra! Nissan Xterra to Die After 2015 Model Year – News –...","blog.caranddriver.com/xtra-xtra-nissan-xterra-confirmed-to-die-after-2015-model-year/","https://blog.caranddriver.com/xtra-xtra-nissan-xterra-confirmed-to-die-after-2015-model-year/"
2015,"Nissan Xterra Discontinued in U.S. | Edmunds","www.edmunds.com/car-news/nissan-xterra-discontinued-in-u-s.html","https://www.edmunds.com/car-news/nissan-xterra-discontinued-in-u-s.html"
2015,"Nissan Xterra Will Be Discontinued After 2015 Model Year News ...","www.topspeed.com/trucks/truck-news/nissan-xterra-will-be-discontinued-after-2015-model-year-ar167913.html","https://www.topspeed.com/trucks/truck-news/nissan-xterra-will-be-discontinued-after-2015-model-year-ar167913.html"
